"ensembl_id_original","ensembl_id_clean","gene_symbol","gene_biotype","description","has_symbol","is_protein_coding"
"ENSG00000188877","ENSG00000188877","POTEA","protein_coding","POTE ankyrin domain family member A (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:33893]",TRUE,TRUE
"ENSG00000238509","ENSG00000238509","RNU6-104P","snRNA","RNA, U6 small nuclear 104, pseudogene [Source:HGNC Symbol;Acc:HGNC:47067]",TRUE,FALSE
"ENSG00000255497","ENSG00000255497","","processed_pseudogene","coiled-coil domain containing 144C (CCDC144C) pseudogene",FALSE,FALSE
"ENSG00000254342","ENSG00000254342","","processed_pseudogene","POTE ankyrin domain family, member A (POTEA) pseudogene",FALSE,FALSE
"ENSG00000201329","ENSG00000201329","","snoRNA","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]",FALSE,FALSE
"ENSG00000168333","ENSG00000168333","PPDPFL","protein_coding","pancreatic progenitor cell differentiation and proliferation factor like [Source:HGNC Symbol;Acc:HGNC:31745]",TRUE,TRUE
"ENSG00000198010","ENSG00000198010","DLGAP2","protein_coding","DLG associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2906]",TRUE,TRUE
"ENSG00000185900","ENSG00000185900","POMK","protein_coding","protein O-mannose kinase [Source:HGNC Symbol;Acc:HGNC:26267]",TRUE,TRUE
"ENSG00000129292","ENSG00000129292","PHF20L1","protein_coding","PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280]",TRUE,TRUE
"ENSG00000136960","ENSG00000136960","ENPP2","protein_coding","ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:3357]",TRUE,TRUE
"ENSG00000165046","ENSG00000165046","LETM2","protein_coding","leucine zipper and EF-hand containing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:14648]",TRUE,TRUE
"ENSG00000214814","ENSG00000214814","FER1L6","protein_coding","fer-1 like family member 6 [Source:HGNC Symbol;Acc:HGNC:28065]",TRUE,TRUE
"ENSG00000261787","ENSG00000261787","TCF24","protein_coding","transcription factor 24 [Source:HGNC Symbol;Acc:HGNC:32275]",TRUE,TRUE
"ENSG00000253223","ENSG00000253223","","processed_pseudogene","PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae) (PRPF3) pseudogene",FALSE,FALSE
"ENSG00000121022","ENSG00000121022","COPS5","protein_coding","COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240]",TRUE,TRUE
"ENSG00000252637","ENSG00000252637","RNA5SP268","rRNA_pseudogene","RNA, 5S ribosomal pseudogene 268 [Source:HGNC Symbol;Acc:HGNC:43168]",TRUE,FALSE
"ENSG00000250869","ENSG00000250869","","unprocessed_pseudogene","tigger transposable element derived 1 (TIGD1) pseudogene",FALSE,FALSE
"ENSG00000066777","ENSG00000066777","ARFGEF1","protein_coding","ARF guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:15772]",TRUE,TRUE
"ENSG00000287214","ENSG00000287214","","lncRNA","novel transcript, sense intronic to ARFGEF1",FALSE,FALSE
"ENSG00000271966","ENSG00000271966","ARFGEF1-DT","lncRNA","ARFGEF1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55237]",TRUE,FALSE
"ENSG00000181135","ENSG00000181135","ZNF707","protein_coding","zinc finger protein 707 [Source:HGNC Symbol;Acc:HGNC:27815]",TRUE,TRUE
"ENSG00000181097","ENSG00000181097","LINC02878","lncRNA","long intergenic non-protein coding RNA 2878 [Source:HGNC Symbol;Acc:HGNC:54524]",TRUE,FALSE
"ENSG00000255181","ENSG00000255181","CCDC166","protein_coding","coiled-coil domain containing 166 [Source:HGNC Symbol;Acc:HGNC:41910]",TRUE,TRUE
"ENSG00000254574","ENSG00000254574","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000181085","ENSG00000181085","MAPK15","protein_coding","mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667]",TRUE,TRUE
"ENSG00000254548","ENSG00000254548","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000180921","ENSG00000180921","FAM83H","protein_coding","family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]",TRUE,TRUE
"ENSG00000265660","ENSG00000265660","MIR4664","miRNA","microRNA 4664 [Source:HGNC Symbol;Acc:HGNC:41777]",TRUE,FALSE
"ENSG00000254973","ENSG00000254973","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000180900","ENSG00000180900","SCRIB","protein_coding","scribble planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]",TRUE,TRUE
"ENSG00000284224","ENSG00000284224","MIR937","miRNA","microRNA 937 [Source:HGNC Symbol;Acc:HGNC:33680]",TRUE,FALSE
"ENSG00000287222","ENSG00000287222","","lncRNA","novel transcript, antisense to PUF60",FALSE,FALSE
"ENSG00000255343","ENSG00000255343","","lncRNA","novel transcript, sense overlapping NRBP2 3' UTR",FALSE,FALSE
"ENSG00000185189","ENSG00000185189","NRBP2","protein_coding","nuclear receptor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19339]",TRUE,TRUE
"ENSG00000284142","ENSG00000284142","MIR6845","miRNA","microRNA 6845 [Source:HGNC Symbol;Acc:HGNC:49956]",TRUE,FALSE
"ENSG00000285599","ENSG00000285599","","lncRNA","Novel transcript, antisense to NRBP2",FALSE,FALSE
"ENSG00000261150","ENSG00000261150","EPPK1","protein_coding","epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577]",TRUE,TRUE
"ENSG00000288096","ENSG00000288096","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000207574","ENSG00000207574","MIR661","miRNA","microRNA 661 [Source:HGNC Symbol;Acc:HGNC:32917]",TRUE,FALSE
"ENSG00000178685","ENSG00000178685","PARP10","protein_coding","poly(ADP-ribose) polymerase family member 10 [Source:HGNC Symbol;Acc:HGNC:25895]",TRUE,TRUE
"ENSG00000178719","ENSG00000178719","GRINA","protein_coding","glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589]",TRUE,TRUE
"ENSG00000186583","ENSG00000186583","SPATC1","protein_coding","spermatogenesis and centriole associated 1 [Source:HGNC Symbol;Acc:HGNC:30510]",TRUE,TRUE
"ENSG00000178814","ENSG00000178814","OPLAH","protein_coding","5-oxoprolinase, ATP-hydrolysing [Source:HGNC Symbol;Acc:HGNC:8149]",TRUE,TRUE
"ENSG00000277888","ENSG00000277888","MIR6846","miRNA","microRNA 6846 [Source:HGNC Symbol;Acc:HGNC:50026]",TRUE,FALSE
"ENSG00000284200","ENSG00000284200","MIR6847","miRNA","microRNA 6847 [Source:HGNC Symbol;Acc:HGNC:50022]",TRUE,FALSE
"ENSG00000179091","ENSG00000179091","CYC1","protein_coding","cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]",TRUE,TRUE
"ENSG00000179526","ENSG00000179526","SHARPIN","protein_coding","SHANK associated RH domain interactor [Source:HGNC Symbol;Acc:HGNC:25321]",TRUE,TRUE
"ENSG00000179632","ENSG00000179632","MAF1","protein_coding","MAF1 homolog, negative regulator of RNA polymerase III [Source:HGNC Symbol;Acc:HGNC:24966]",TRUE,TRUE
"ENSG00000179698","ENSG00000179698","WDR97","protein_coding","WD repeat domain 97 [Source:HGNC Symbol;Acc:HGNC:26959]",TRUE,TRUE
"ENSG00000235173","ENSG00000235173","HGH1","protein_coding","HGH1 homolog [Source:HGNC Symbol;Acc:HGNC:24161]",TRUE,TRUE
"ENSG00000227473","ENSG00000227473","TSSK5P","unitary_pseudogene","testis specific serine kinase 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:31931]",TRUE,FALSE
"ENSG00000254307","ENSG00000254307","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000164941","ENSG00000164941","INTS8","protein_coding","integrator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:26048]",TRUE,TRUE
"ENSG00000272509","ENSG00000272509","","lncRNA","novel transcript, antisense to CCNE2",FALSE,FALSE
"ENSG00000243979","ENSG00000243979","","processed_pseudogene","ribosomal protein L17 (RPL17) pseudogene",FALSE,FALSE
"ENSG00000164938","ENSG00000164938","TP53INP1","protein_coding","tumor protein p53 inducible nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:18022]",TRUE,TRUE
"ENSG00000253528","ENSG00000253528","","processed_pseudogene","ORM1-like 2 (S. cerevisiae) (ORMDL2) pseudogene",FALSE,FALSE
"ENSG00000175073","ENSG00000175073","VCPIP1","protein_coding","valosin containing protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]",TRUE,TRUE
"ENSG00000201365","ENSG00000201365","","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]",FALSE,FALSE
"ENSG00000288596","ENSG00000288596","C8orf44","lncRNA","chromosome 8 putative open reading frame 44 [Source:HGNC Symbol;Acc:HGNC:25646]",TRUE,FALSE
"ENSG00000288602","ENSG00000288602","C8orf44-SGK3","protein_coding","C8orf44-SGK3 readthrough [Source:HGNC Symbol;Acc:HGNC:48354]",TRUE,TRUE
"ENSG00000104205","ENSG00000104205","SGK3","protein_coding","serum/glucocorticoid regulated kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:10812]",TRUE,TRUE
"ENSG00000213005","ENSG00000213005","PTTG3P","processed_pseudogene","pituitary tumor-transforming 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:13422]",TRUE,FALSE
"ENSG00000178460","ENSG00000178460","MCMDC2","protein_coding","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]",TRUE,TRUE
"ENSG00000254341","ENSG00000254341","SNORD87","snoRNA","small nucleolar RNA, C/D box 87 [Source:HGNC Symbol;Acc:HGNC:32746]",TRUE,FALSE
"ENSG00000147364","ENSG00000147364","FBXO25","protein_coding","F-box protein 25 [Source:HGNC Symbol;Acc:HGNC:13596]",TRUE,TRUE
"ENSG00000272293","ENSG00000272293","","lncRNA","novel transcript, antisense to FBXO25",FALSE,FALSE
"ENSG00000279852","ENSG00000279852","","TEC","TEC",FALSE,FALSE
"ENSG00000174417","ENSG00000174417","TRHR","protein_coding","thyrotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299]",TRUE,TRUE
"ENSG00000250267","ENSG00000250267","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000120533","ENSG00000120533","ENY2","protein_coding","ENY2 transcription and export complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:24449]",TRUE,TRUE
"ENSG00000254185","ENSG00000254185","MAPK6P5","processed_pseudogene","mitogen-activated protein kinase 6 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:18979]",TRUE,FALSE
"ENSG00000120526","ENSG00000120526","NUDCD1","protein_coding","NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]",TRUE,TRUE
"ENSG00000254364","ENSG00000254364",NA,NA,NA,FALSE,FALSE
"ENSG00000186106","ENSG00000186106","ANKRD46","protein_coding","ankyrin repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:27229]",TRUE,TRUE
"ENSG00000251013","ENSG00000251013","GAPDHP62","processed_pseudogene","glyceraldehyde 3 phosphate dehydrogenase pseudogene 62 [Source:HGNC Symbol;Acc:HGNC:4156]",TRUE,FALSE
"ENSG00000174226","ENSG00000174226","SNX31","protein_coding","sorting nexin 31 [Source:HGNC Symbol;Acc:HGNC:28605]",TRUE,TRUE
"ENSG00000253740","ENSG00000253740","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000252764","ENSG00000252764","RNU6-1092P","snRNA","RNA, U6 small nuclear 1092, pseudogene [Source:HGNC Symbol;Acc:HGNC:48055]",TRUE,FALSE
"ENSG00000284570","ENSG00000284570","MIR7705","miRNA","microRNA 7705 [Source:HGNC Symbol;Acc:HGNC:50143]",TRUE,FALSE
"ENSG00000221527","ENSG00000221527","RNU6ATAC41P","snRNA","RNA, U6atac small nuclear 41, pseudogene [Source:HGNC Symbol;Acc:HGNC:46940]",TRUE,FALSE
"ENSG00000202001","ENSG00000202001","","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]",FALSE,FALSE
"ENSG00000242399","ENSG00000242399","RPS20P23","transcribed_processed_pseudogene","ribosomal protein S20 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:36146]",TRUE,FALSE
"ENSG00000070756","ENSG00000070756","PABPC1","protein_coding","poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]",TRUE,TRUE
"ENSG00000253408","ENSG00000253408","IKBKB-DT","lncRNA","IKBKB divergent transcript [Source:HGNC Symbol;Acc:HGNC:55254]",TRUE,FALSE
"ENSG00000240395","ENSG00000240395","RPL5P23","processed_pseudogene","ribosomal protein L5 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:36553]",TRUE,FALSE
"ENSG00000230948","ENSG00000230948","AURKBP1","processed_pseudogene","aurora kinase B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18613]",TRUE,FALSE
"ENSG00000253754","ENSG00000253754","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000243287","ENSG00000243287","RPS17P14","processed_pseudogene","ribosomal protein S17 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35534]",TRUE,FALSE
"ENSG00000104412","ENSG00000104412","EMC2","protein_coding","ER membrane protein complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28963]",TRUE,TRUE
"ENSG00000253657","ENSG00000253657","","processed_pseudogene","DnaJ (Hsp40) homolog, subfamily B, member 6 (DNAJB6) pseudogene",FALSE,FALSE
"ENSG00000275078","ENSG00000275078","","unprocessed_pseudogene","MAD1 mitotic arrest deficient-like 1 (yeast) (MAD1L1) pseudogene",FALSE,FALSE
"ENSG00000169427","ENSG00000169427","KCNK9","protein_coding","potassium two pore domain channel subfamily K member 9 [Source:HGNC Symbol;Acc:HGNC:6283]",TRUE,TRUE
"ENSG00000274064","ENSG00000274064","","processed_pseudogene","glyceraldehyde-3-phosphate dehydrogenase (GAPDH) pseudogene",FALSE,FALSE
"ENSG00000259891","ENSG00000259891","","lncRNA","novel transcript, antisense to CHRAC1",FALSE,FALSE
"ENSG00000104472","ENSG00000104472","CHRAC1","protein_coding","chromatin accessibility complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:13544]",TRUE,TRUE
"ENSG00000104408","ENSG00000104408","EIF3E","protein_coding","eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]",TRUE,TRUE
"ENSG00000008988","ENSG00000008988","RPS20","protein_coding","ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]",TRUE,TRUE
"ENSG00000253586","ENSG00000253586","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000253829","ENSG00000253829","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000169499","ENSG00000169499","PLEKHA2","protein_coding","pleckstrin homology domain containing A2 [Source:HGNC Symbol;Acc:HGNC:14336]",TRUE,TRUE
"ENSG00000253645","ENSG00000253645","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000169495","ENSG00000169495","HTRA4","protein_coding","HtrA serine peptidase 4 [Source:HGNC Symbol;Acc:HGNC:26909]",TRUE,TRUE
"ENSG00000169490","ENSG00000169490","TM2D2","protein_coding","TM2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24127]",TRUE,TRUE
"ENSG00000207199","ENSG00000207199","SNORD38D","snoRNA","small nucleolar RNA, C/D box 38D [Source:HGNC Symbol;Acc:HGNC:52228]",TRUE,FALSE
"ENSG00000197140","ENSG00000197140","ADAM32","protein_coding","ADAM metallopeptidase domain 32 [Source:HGNC Symbol;Acc:HGNC:15479]",TRUE,TRUE
"ENSG00000243095","ENSG00000243095","RPL3P10","processed_pseudogene","ribosomal protein L3 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:36819]",TRUE,FALSE
"ENSG00000253160","ENSG00000253160","","processed_pseudogene","K(lysine) acetyltransferase 2B (KAT2B) pseudogene",FALSE,FALSE
"ENSG00000260838","ENSG00000260838","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000147601","ENSG00000147601","TERF1","protein_coding","telomeric repeat binding factor 1 [Source:HGNC Symbol;Acc:HGNC:11728]",TRUE,TRUE
"ENSG00000222488","ENSG00000222488","RNU6-285P","snRNA","RNA, U6 small nuclear 285, pseudogene [Source:HGNC Symbol;Acc:HGNC:47248]",TRUE,FALSE
"ENSG00000272254","ENSG00000272254","","lncRNA","novel transcript, antisense to TERF1",FALSE,FALSE
"ENSG00000253636","ENSG00000253636","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000137563","ENSG00000137563","GGH","protein_coding","gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248]",TRUE,TRUE
"ENSG00000104218","ENSG00000104218","CSPP1","protein_coding","centrosome and spindle pole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26193]",TRUE,TRUE
"ENSG00000083168","ENSG00000083168","KAT6A","protein_coding","lysine acetyltransferase 6A [Source:HGNC Symbol;Acc:HGNC:13013]",TRUE,TRUE
"ENSG00000238966","ENSG00000238966","","snoRNA","",FALSE,FALSE
"ENSG00000244235","ENSG00000244235","RPL17P30","processed_pseudogene","ribosomal protein L17 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:35604]",TRUE,FALSE
"ENSG00000253135","ENSG00000253135","","processed_pseudogene","myosin, light chain 9, regulatory (MYL9) pseudogene",FALSE,FALSE
"ENSG00000271938","ENSG00000271938","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000261449","ENSG00000261449","","lncRNA","novel transcript, antisense to AP3M2",FALSE,FALSE
"ENSG00000104368","ENSG00000104368","PLAT","protein_coding","plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]",TRUE,TRUE
"ENSG00000070501","ENSG00000070501","POLB","protein_coding","DNA polymerase beta [Source:HGNC Symbol;Acc:HGNC:9174]",TRUE,TRUE
"ENSG00000104371","ENSG00000104371","DKK4","protein_coding","dickkopf WNT signaling pathway inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:2894]",TRUE,TRUE
"ENSG00000078668","ENSG00000078668","VDAC3","protein_coding","voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]",TRUE,TRUE
"ENSG00000237586","ENSG00000237586","","processed_pseudogene","SRY (sex determining region Y)-box 2 (SOX2) pseudogene",FALSE,FALSE
"ENSG00000183665","ENSG00000183665","TRMT12","protein_coding","tRNA methyltransferase 12 homolog [Source:HGNC Symbol;Acc:HGNC:26091]",TRUE,TRUE
"ENSG00000170881","ENSG00000170881","RNF139","protein_coding","ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]",TRUE,TRUE
"ENSG00000147687","ENSG00000147687","TATDN1","protein_coding","TatD DNase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24220]",TRUE,TRUE
"ENSG00000253106","ENSG00000253106","","lncRNA","novel transcript, antisense to TATDN1",FALSE,FALSE
"ENSG00000284087","ENSG00000284087","MIR6844","miRNA","microRNA 6844 [Source:HGNC Symbol;Acc:HGNC:50135]",TRUE,FALSE
"ENSG00000147684","ENSG00000147684","NDUFB9","protein_coding","NADH:ubiquinone oxidoreductase subunit B9 [Source:HGNC Symbol;Acc:HGNC:7704]",TRUE,TRUE
"ENSG00000170873","ENSG00000170873","MTSS1","protein_coding","MTSS I-BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20443]",TRUE,TRUE
"ENSG00000263735","ENSG00000263735","MIR4662B","miRNA","microRNA 4662b [Source:HGNC Symbol;Acc:HGNC:41607]",TRUE,FALSE
"ENSG00000283609","ENSG00000283609","MIR4662A","miRNA","microRNA 4662a [Source:HGNC Symbol;Acc:HGNC:41826]",TRUE,FALSE
"ENSG00000250428","ENSG00000250428","MRS2P1","processed_pseudogene","MRS2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20590]",TRUE,FALSE
"ENSG00000104687","ENSG00000104687","GSR","protein_coding","glutathione-disulfide reductase [Source:HGNC Symbol;Acc:HGNC:4623]",TRUE,TRUE
"ENSG00000104691","ENSG00000104691","UBXN8","protein_coding","UBX domain protein 8 [Source:HGNC Symbol;Acc:HGNC:30307]",TRUE,TRUE
"ENSG00000271081","ENSG00000271081","HIKESHIP3","processed_pseudogene","HIKESHI pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:54904]",TRUE,FALSE
"ENSG00000104695","ENSG00000104695","PPP2CB","protein_coding","protein phosphatase 2 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9300]",TRUE,TRUE
"ENSG00000133863","ENSG00000133863","TEX15","protein_coding","testis expressed 15, meiosis and synapsis associated [Source:HGNC Symbol;Acc:HGNC:11738]",TRUE,TRUE
"ENSG00000253204","ENSG00000253204","","processed_pseudogene","sorting nexin 5 (SNX5) pseudogene",FALSE,FALSE
"ENSG00000287095","ENSG00000287095","","lncRNA","novel transcript, antisense to TMEM71",FALSE,FALSE
"ENSG00000165071","ENSG00000165071","TMEM71","protein_coding","transmembrane protein 71 [Source:HGNC Symbol;Acc:HGNC:26572]",TRUE,TRUE
"ENSG00000168615","ENSG00000168615","ADAM9","protein_coding","ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:HGNC:216]",TRUE,TRUE
"ENSG00000185942","ENSG00000185942","NKAIN3","protein_coding","sodium/potassium transporting ATPase interacting 3 [Source:HGNC Symbol;Acc:HGNC:26829]",TRUE,TRUE
"ENSG00000105339","ENSG00000105339","DENND3","protein_coding","DENN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134]",TRUE,TRUE
"ENSG00000203499","ENSG00000203499","IQANK1","protein_coding","IQ motif and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:49576]",TRUE,TRUE
"ENSG00000177570","ENSG00000177570","SAMD12","protein_coding","sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750]",TRUE,TRUE
"ENSG00000104635","ENSG00000104635","SLC39A14","protein_coding","solute carrier family 39 member 14 [Source:HGNC Symbol;Acc:HGNC:20858]",TRUE,TRUE
"ENSG00000158806","ENSG00000158806","NPM2","protein_coding","nucleophosmin/nucleoplasmin 2 [Source:HGNC Symbol;Acc:HGNC:7930]",TRUE,TRUE
"ENSG00000158815","ENSG00000158815","FGF17","protein_coding","fibroblast growth factor 17 [Source:HGNC Symbol;Acc:HGNC:3673]",TRUE,TRUE
"ENSG00000158863","ENSG00000158863","FHIP2B","protein_coding","FHF complex subunit HOOK interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:16492]",TRUE,TRUE
"ENSG00000275074","ENSG00000275074","NUDT18","protein_coding","nudix hydrolase 18 [Source:HGNC Symbol;Acc:HGNC:26194]",TRUE,TRUE
"ENSG00000168453","ENSG00000168453","HR","protein_coding","HR lysine demethylase and nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:5172]",TRUE,TRUE
"ENSG00000168476","ENSG00000168476","REEP4","protein_coding","receptor accessory protein 4 [Source:HGNC Symbol;Acc:HGNC:26176]",TRUE,TRUE
"ENSG00000168481","ENSG00000168481","LGI3","protein_coding","leucine rich repeat LGI family member 3 [Source:HGNC Symbol;Acc:HGNC:18711]",TRUE,TRUE
"ENSG00000168487","ENSG00000168487","BMP1","protein_coding","bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067]",TRUE,TRUE
"ENSG00000285881","ENSG00000285881","","lncRNA","Novel transcript, antisense to BMP1",FALSE,FALSE
"ENSG00000168490","ENSG00000168490","PHYHIP","protein_coding","phytanoyl-CoA 2-hydroxylase interacting protein [Source:HGNC Symbol;Acc:HGNC:16865]",TRUE,TRUE
"ENSG00000168495","ENSG00000168495","POLR3D","protein_coding","RNA polymerase III subunit D [Source:HGNC Symbol;Acc:HGNC:1080]",TRUE,TRUE
